seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr8	97275534	97275659	126	*	X0586	51001	97251645	97273796	22152	-	1737	upstream	1737	MTERF3
chr8	97275534	97275733	200	*	X0587	51001	97251645	97273796	22152	-	1737	upstream	1737	MTERF3
chr8	144452041	144452267	227	*	X0589	78998	144448793	144450805	2013	-	1235	upstream	1235	RHPN1-AS1
chr9	37422022	37423025	1004	*	X0619	9380	37422681	37436986	14306	+	0	overlapStart	0	GRHPR
chr9	37422044	37423025	982	*	X0620	9380	37422681	37436986	14306	+	0	overlapStart	0	GRHPR
chr9	130965954	130966011	58	*	X0624	1759	130965663	131017527	51865	+	0	inside	290	DNM1
chr9	133813888	133814347	460	*	X0634	84929	133777825	133814455	36631	-	0	inside	107	FIBCD1
chr9	140148898	140149206	309	*	X0685	100129722	140144671	140147949	3279	-	948	upstream	948	STPG3-AS1
chr9	140148898	140149206	309	*	X0685	25920	140149759	140168000	18242	+	552	upstream	552	NELFB
chr10	5708261	5709202	942	*	X0686	79754	5680820	5708558	27739	-	0	overlapStart	0	ASB13
chr10	5708261	5709246	986	*	X0687	79754	5680820	5708558	27739	-	0	overlapStart	0	ASB13
chr10	5708325	5709202	878	*	X0688	79754	5680820	5708558	27739	-	0	overlapStart	0	ASB13
chr10	5708325	5709333	1009	*	X0689	79754	5680820	5708558	27739	-	0	overlapStart	0	ASB13
chr10	17243687	17244370	684	*	X0690	1787	17184982	17244070	59089	-	0	overlapStart	0	TRDMT1
chr10	91174523	91174965	443	*	X0703	24138	91174325	91180759	6435	+	0	inside	197	IFIT5
chr10	91174523	91174965	443	*	X0703	3988	90973326	91174382	201057	-	140	upstream	140	LIPA
chr10	104154057	104155006	950	*	X0706	4791	104153867	104162286	8420	+	0	inside	189	NFKB2
chr10	104154057	104155006	950	*	X0707	4791	104153867	104162286	8420	+	0	inside	189	NFKB2
chr10	104154057	104155006	950	*	X0708	4791	104153867	104162286	8420	+	0	inside	189	NFKB2
chr10	104154057	104155054	998	*	X0709	4791	104153867	104162286	8420	+	0	inside	189	NFKB2
chr10	104154090	104155006	917	*	X0710	4791	104153867	104162286	8420	+	0	inside	222	NFKB2
chr10	104154090	104155006	917	*	X0711	4791	104153867	104162286	8420	+	0	inside	222	NFKB2
chr10	104154090	104155006	917	*	X0712	4791	104153867	104162286	8420	+	0	inside	222	NFKB2
chr10	104154090	104155054	965	*	X0713	4791	104153867	104162286	8420	+	0	inside	222	NFKB2
chr11	18415699	18416440	742	*	X0721	3939	18415936	18429765	13830	+	0	overlapStart	0	LDHA
chr11	57226755	57227731	977	*	X0730	349667	57228339	57244384	16046	+	607	upstream	607	RTN4RL2
chr11	57226755	57227743	989	*	X0731	349667	57228339	57244384	16046	+	595	upstream	595	RTN4RL2
chr11	57226903	57227912	1010	*	X0732	349667	57228339	57244384	16046	+	426	upstream	426	RTN4RL2
chr11	57226997	57228012	1016	*	X0733	349667	57228339	57244384	16046	+	326	upstream	326	RTN4RL2
chr11	57227031	57228039	1009	*	X0734	349667	57228339	57244384	16046	+	299	upstream	299	RTN4RL2
chr11	60609060	60609745	686	*	X0737	79080	60609429	60618561	9133	+	0	overlapStart	0	CCDC86
chr11	60609060	60609745	686	*	X0738	79080	60609429	60618561	9133	+	0	overlapStart	0	CCDC86
chr11	63685258	63685419	162	*	X0741	283248	63678693	63684316	5624	-	941	upstream	941	RCOR2
chr11	63685258	63685998	741	*	X0742	283248	63678693	63684316	5624	-	941	upstream	941	RCOR2
chr11	66115213	66116150	938	*	X0745	11041	66112843	66115161	2319	-	51	upstream	51	B4GAT1
chr11	67771177	67772154	978	*	X0748	81622	67758575	67771593	13019	-	0	overlapStart	0	UNC93B1
chr11	67771177	67772189	1013	*	X0749	81622	67758575	67771593	13019	-	0	overlapStart	0	UNC93B1
chr11	75061630	75062641	1012	*	X0757	408	74971166	75062875	91710	-	0	inside	233	ARRB1
chr11	75062513	75062641	129	*	X0758	408	74971166	75062875	91710	-	0	inside	233	ARRB1
chr11	75062484	75062641	158	*	X0759	408	74971166	75062875	91710	-	0	inside	233	ARRB1
chr11	75062513	75062641	129	*	X0760	408	74971166	75062875	91710	-	0	inside	233	ARRB1
chr11	75061783	75062724	942	*	X0761	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062513	75062724	212	*	X0762	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062484	75062724	241	*	X0763	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062513	75062791	279	*	X0764	408	74971166	75062875	91710	-	0	inside	83	ARRB1
chr11	75062373	75062724	352	*	X0765	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062513	75062724	212	*	X0766	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062484	75062724	241	*	X0767	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062513	75063387	875	*	X0768	408	74971166	75062875	91710	-	0	overlapStart	0	ARRB1
chr11	75062390	75062724	335	*	X0769	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062513	75062724	212	*	X0770	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062484	75062724	241	*	X0771	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062513	75063407	895	*	X0772	408	74971166	75062875	91710	-	0	overlapStart	0	ARRB1
chr11	75062410	75062724	315	*	X0773	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062513	75062724	212	*	X0774	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062484	75062724	241	*	X0775	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062513	75063423	911	*	X0776	408	74971166	75062875	91710	-	0	overlapStart	0	ARRB1
chr11	75062525	75062724	200	*	X0777	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062525	75062724	200	*	X0778	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062525	75062724	200	*	X0779	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062525	75063542	1018	*	X0780	408	74971166	75062875	91710	-	0	overlapStart	0	ARRB1
chr11	75062629	75062724	96	*	X0781	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062629	75062724	96	*	X0782	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062629	75062724	96	*	X0783	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062629	75063637	1009	*	X0784	408	74971166	75062875	91710	-	0	overlapStart	0	ARRB1
chr11	75062650	75062724	75	*	X0785	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062650	75062724	75	*	X0786	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062650	75062724	75	*	X0787	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062650	75063666	1017	*	X0788	408	74971166	75062875	91710	-	0	overlapStart	0	ARRB1
chr11	75062713	75062724	12	*	X0789	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062713	75062724	12	*	X0790	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062713	75062724	12	*	X0791	408	74971166	75062875	91710	-	0	inside	150	ARRB1
chr11	75062713	75063721	1009	*	X0792	408	74971166	75062875	91710	-	0	overlapStart	0	ARRB1
chr12	44228830	44229801	972	*	X0899	84216	44229962	44783541	553580	+	160	upstream	160	TMEM117
chr12	44229815	44229844	30	*	X0900	84216	44229962	44783541	553580	+	117	upstream	117	TMEM117
chr12	49365178	49365681	504	*	X0901	7480	49359123	49365641	6519	-	0	overlapStart	0	WNT10B
chr12	49365178	49365704	527	*	X0902	7480	49359123	49365641	6519	-	0	overlapStart	0	WNT10B
chr12	49365178	49366183	1006	*	X0903	7480	49359123	49365641	6519	-	0	overlapStart	0	WNT10B
chr12	50450468	50451313	846	*	X0904	41	50451420	50477405	25986	+	106	upstream	106	ASIC1
chr12	50450505	50451515	1011	*	X0905	41	50451420	50477405	25986	+	0	overlapStart	0	ASIC1
chr12	50450518	50451527	1010	*	X0906	41	50451420	50477405	25986	+	0	overlapStart	0	ASIC1
chr12	50450529	50451541	1013	*	X0907	41	50451420	50477405	25986	+	0	overlapStart	0	ASIC1
chr12	50450633	50451655	1023	*	X0908	41	50451420	50477405	25986	+	0	overlapStart	0	ASIC1
chr12	50450813	50451655	843	*	X0909	41	50451420	50477405	25986	+	0	overlapStart	0	ASIC1
chr12	50450856	50451655	800	*	X0910	41	50451420	50477405	25986	+	0	overlapStart	0	ASIC1
chr12	53626392	53627424	1033	*	X0911	5916	53604350	53626040	21691	-	351	upstream	351	RARG
chr12	53626434	53627443	1010	*	X0912	5916	53604350	53626040	21691	-	393	upstream	393	RARG
chr12	58148148	58149124	977	*	X0926	1019	58141510	58146230	4721	-	1917	upstream	1917	CDK4
chr12	58148148	58149124	977	*	X0926	92979	58148881	58154193	5313	+	0	overlapStart	0	MARCHF9
chr12	72232892	72233886	995	*	X0927	64786	72233487	72320629	87143	+	0	overlapStart	0	TBC1D15
chr12	109249840	109250848	1009	*	X0928	1610	109252708	109294710	42003	+	1859	upstream	1859	DAO
chr12	109250295	109250999	705	*	X0929	1610	109252708	109294710	42003	+	1708	upstream	1708	DAO
chr12	109250401	109250999	599	*	X0930	1610	109252708	109294710	42003	+	1708	upstream	1708	DAO
chr12	109250626	109250999	374	*	X0931	1610	109252708	109294710	42003	+	1708	upstream	1708	DAO
chr12	115122340	115122747	408	*	X0932	6926	115108059	115121969	13911	-	370	upstream	370	TBX3
chr13	113242164	113242665	502	*	X0941	10426	113139328	113242481	103154	-	0	overlapStart	0	TUBGCP3
chr13	113242164	113242853	690	*	X0942	10426	113139328	113242481	103154	-	0	overlapStart	0	TUBGCP3
chr13	113242164	113243019	856	*	X0943	10426	113139328	113242481	103154	-	0	overlapStart	0	TUBGCP3
chr13	113242227	113243235	1009	*	X0944	10426	113139328	113242481	103154	-	0	overlapStart	0	TUBGCP3
chr13	113242707	113243256	550	*	X0945	10426	113139328	113242481	103154	-	225	upstream	225	TUBGCP3
chr15	41055002	41056003	1002	*	X0966	2644	41056285	41059911	3627	+	281	upstream	281	GCHFR
chr15	41055456	41056003	548	*	X0967	2644	41056285	41059911	3627	+	281	upstream	281	GCHFR
chr15	41055869	41056003	135	*	X0968	2644	41056285	41059911	3627	+	281	upstream	281	GCHFR
chr15	63673502	63673853	352	*	X0972	771	63615730	63674075	58346	-	0	inside	221	CA12
chr15	63673514	63673853	340	*	X0973	771	63615730	63674075	58346	-	0	inside	221	CA12
chr15	75287382	75288049	668	*	X0986	192683	75287876	75313836	25961	+	0	overlapStart	0	SCAMP5
chr15	75287382	75288049	668	*	X0987	192683	75287876	75313836	25961	+	0	overlapStart	0	SCAMP5
chr15	75287382	75288049	668	*	X0988	192683	75287876	75313836	25961	+	0	overlapStart	0	SCAMP5
chr16	5007982	5008233	252	*	X1027	9717	5008318	5069156	60839	+	84	upstream	84	SEC14L5
chr16	5008079	5009087	1009	*	X1028	9717	5008318	5069156	60839	+	0	overlapStart	0	SEC14L5
chr16	5008089	5009097	1009	*	X1029	9717	5008318	5069156	60839	+	0	overlapStart	0	SEC14L5
chr16	5008108	5009116	1009	*	X1030	9717	5008318	5069156	60839	+	0	overlapStart	0	SEC14L5
chr16	5008118	5009129	1012	*	X1031	9717	5008318	5069156	60839	+	0	overlapStart	0	SEC14L5
chr16	5008131	5009139	1009	*	X1032	9717	5008318	5069156	60839	+	0	overlapStart	0	SEC14L5
chr16	5008142	5009162	1021	*	X1033	9717	5008318	5069156	60839	+	0	overlapStart	0	SEC14L5
chr16	5008183	5009191	1009	*	X1034	9717	5008318	5069156	60839	+	0	overlapStart	0	SEC14L5
chr16	5008218	5009227	1010	*	X1035	9717	5008318	5069156	60839	+	0	overlapStart	0	SEC14L5
chr16	5008469	5009311	843	*	X1036	9717	5008318	5069156	60839	+	0	inside	150	SEC14L5
chr16	56642128	56642697	570	*	X1043	4489	56642478	56673999	31522	+	0	overlapStart	0	MT1A
chr16	56642128	56642697	570	*	X1043	4502	56642478	56643409	932	+	0	overlapStart	0	MT2A
chr16	58767854	58768098	245	*	X1044	2806	58741035	58768246	27212	-	0	inside	147	GOT2
chr16	58767854	58768435	582	*	X1045	2806	58741035	58768246	27212	-	0	overlapStart	0	GOT2
chr16	58767854	58768697	844	*	X1046	2806	58741035	58768246	27212	-	0	overlapStart	0	GOT2
chr16	67218043	67218386	344	*	X1055	653319	67209505	67217943	8439	-	99	upstream	99	KIAA0895L
chr16	67464968	67464985	18	*	X1056	3291	67465036	67471454	6419	+	50	upstream	50	HSD11B2
chr16	67464968	67464985	18	*	X1057	3291	67465036	67471454	6419	+	50	upstream	50	HSD11B2
chr17	36830931	36831851	921	*	X1125	100170841	36827959	36831187	3229	-	0	overlapStart	0	EPOP
chr17	48045517	48046203	687	*	X1144	1748	48046562	48052323	5762	+	358	upstream	358	DLX4
chr17	48045517	48046203	687	*	X1145	1748	48046562	48052323	5762	+	358	upstream	358	DLX4
chr17	48045517	48046203	687	*	X1146	1748	48046562	48052323	5762	+	358	upstream	358	DLX4
chr17	48045517	48046275	759	*	X1147	1748	48046562	48052323	5762	+	286	upstream	286	DLX4
chr17	48045517	48046203	687	*	X1148	1748	48046562	48052323	5762	+	358	upstream	358	DLX4
chr17	48045517	48046275	759	*	X1149	1748	48046562	48052323	5762	+	286	upstream	286	DLX4
chr17	48046332	48046391	60	*	X1150	1748	48046562	48052323	5762	+	170	upstream	170	DLX4
chr17	48045527	48046203	677	*	X1151	1748	48046562	48052323	5762	+	358	upstream	358	DLX4
chr17	48045527	48046203	677	*	X1152	1748	48046562	48052323	5762	+	358	upstream	358	DLX4
chr17	48045527	48046203	677	*	X1153	1748	48046562	48052323	5762	+	358	upstream	358	DLX4
chr17	48045527	48046275	749	*	X1154	1748	48046562	48052323	5762	+	286	upstream	286	DLX4
chr17	48045527	48046203	677	*	X1155	1748	48046562	48052323	5762	+	358	upstream	358	DLX4
chr17	48045527	48046275	749	*	X1156	1748	48046562	48052323	5762	+	286	upstream	286	DLX4
chr17	48046332	48046391	60	*	X1157	1748	48046562	48052323	5762	+	170	upstream	170	DLX4
chr17	54911892	54912000	109	*	X1161	339210	54869274	54911256	41983	-	635	upstream	635	C17orf67
chr17	54911971	54912000	30	*	X1162	339210	54869274	54911256	41983	-	714	upstream	714	C17orf67
chr17	54911971	54912000	30	*	X1163	339210	54869274	54911256	41983	-	714	upstream	714	C17orf67
chr17	54911971	54912000	30	*	X1164	339210	54869274	54911256	41983	-	714	upstream	714	C17orf67
chr17	54911892	54912892	1001	*	X1165	339210	54869274	54911256	41983	-	635	upstream	635	C17orf67
chr17	54911971	54912892	922	*	X1166	339210	54869274	54911256	41983	-	714	upstream	714	C17orf67
chr17	54911971	54912892	922	*	X1167	339210	54869274	54911256	41983	-	714	upstream	714	C17orf67
chr17	54911971	54912892	922	*	X1168	339210	54869274	54911256	41983	-	714	upstream	714	C17orf67
chr17	80415556	80416304	749	*	X1231	26502	80416060	80446143	30084	+	0	overlapStart	0	NARF
chr17	80416196	80416565	370	*	X1232	26502	80416060	80446143	30084	+	0	inside	135	NARF
chr17	81008508	81009502	995	*	X1235	146712	80900031	81009686	109656	-	0	inside	183	B3GNTL1
chr17	81008573	81009502	930	*	X1236	146712	80900031	81009686	109656	-	0	inside	183	B3GNTL1
chr17	81008934	81009502	569	*	X1237	146712	80900031	81009686	109656	-	0	inside	183	B3GNTL1
chr17	81008934	81009502	569	*	X1238	146712	80900031	81009686	109656	-	0	inside	183	B3GNTL1
chr18	21242424	21243397	974	*	X1239	147463	21179978	21242849	62872	-	0	overlapStart	0	ANKRD29
chr18	21242438	21243434	997	*	X1240	147463	21179978	21242849	62872	-	0	overlapStart	0	ANKRD29
chr18	21242522	21243434	913	*	X1241	147463	21179978	21242849	62872	-	0	overlapStart	0	ANKRD29
chr18	21242571	21243434	864	*	X1242	147463	21179978	21242849	62872	-	0	overlapStart	0	ANKRD29
chr19	1905238	1906214	977	*	X1243	113178	1905371	1926012	20642	+	0	overlapStart	0	SCAMP4
chr19	1905238	1906214	977	*	X1243	113179	1905371	1913446	8076	+	0	overlapStart	0	ADAT3
chr19	7660000	7660907	908	*	X1322	57662	7660788	7683196	22409	+	0	overlapStart	0	CAMSAP3
chr19	7660017	7660907	891	*	X1323	57662	7660788	7683196	22409	+	0	overlapStart	0	CAMSAP3
chr19	8674770	8675370	601	*	X1325	81794	8645126	8675588	30463	-	0	inside	217	ADAMTS10
chr19	8674770	8675586	817	*	X1326	81794	8645126	8675588	30463	-	0	inside	1	ADAMTS10
chr19	8674770	8675647	878	*	X1327	81794	8645126	8675588	30463	-	0	overlapStart	0	ADAMTS10
chr19	8674770	8675666	897	*	X1328	81794	8645126	8675588	30463	-	0	overlapStart	0	ADAMTS10
chr19	8674770	8675689	920	*	X1329	81794	8645126	8675588	30463	-	0	overlapStart	0	ADAMTS10
chr19	8674770	8675713	944	*	X1330	81794	8645126	8675588	30463	-	0	overlapStart	0	ADAMTS10
chr19	8674803	8675832	1030	*	X1331	81794	8645126	8675588	30463	-	0	overlapStart	0	ADAMTS10
chr19	8674873	8675844	972	*	X1332	81794	8645126	8675588	30463	-	0	overlapStart	0	ADAMTS10
chr19	8675081	8675844	764	*	X1333	81794	8645126	8675588	30463	-	0	overlapStart	0	ADAMTS10
chr19	13105558	13106134	577	*	X1342	4784	13106584	13209610	103027	+	449	upstream	449	NFIX
chr19	13105558	13106243	686	*	X1343	4784	13106584	13209610	103027	+	340	upstream	340	NFIX
chr19	13105558	13106428	871	*	X1344	4784	13106584	13209610	103027	+	155	upstream	155	NFIX
chr19	13106309	13106428	120	*	X1345	4784	13106584	13209610	103027	+	155	upstream	155	NFIX
chr19	13105627	13106599	973	*	X1346	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13106309	13106599	291	*	X1347	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13105649	13106599	951	*	X1348	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13106309	13106599	291	*	X1349	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13105675	13106599	925	*	X1350	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13106309	13106599	291	*	X1351	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13106333	13106599	267	*	X1352	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13106333	13106599	267	*	X1353	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13106352	13106599	248	*	X1354	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13106352	13106599	248	*	X1355	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13106456	13106599	144	*	X1356	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	13106456	13106599	144	*	X1357	4784	13106584	13209610	103027	+	0	overlapStart	0	NFIX
chr19	18313680	18314688	1009	*	X1366	5864	18307611	18314874	7264	-	0	inside	185	RAB3A
chr19	18313709	18314718	1010	*	X1370	5864	18307611	18314874	7264	-	0	inside	155	RAB3A
chr19	18313795	18314805	1011	*	X1374	5864	18307611	18314874	7264	-	0	inside	68	RAB3A
chr19	18313901	18314921	1021	*	X1378	5864	18307611	18314874	7264	-	0	overlapStart	0	RAB3A
chr19	18313923	18314939	1017	*	X1382	5864	18307611	18314874	7264	-	0	overlapStart	0	RAB3A
chr19	18313950	18314950	1001	*	X1386	5864	18307611	18314874	7264	-	0	overlapStart	0	RAB3A
chr19	18450824	18451641	818	*	X1387	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18450824	18451641	818	*	X1388	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18450824	18451641	818	*	X1389	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18450824	18451728	905	*	X1390	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18450852	18451641	790	*	X1391	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18450852	18451641	790	*	X1392	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18450852	18451641	790	*	X1393	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18450852	18451728	877	*	X1394	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18529378	18529395	18	*	X1395	170463	18530146	18545372	15227	+	750	upstream	750	SSBP4
chr19	18529378	18529523	146	*	X1396	170463	18530146	18545372	15227	+	622	upstream	622	SSBP4
chr19	18529378	18529555	178	*	X1397	170463	18530146	18545372	15227	+	590	upstream	590	SSBP4
chr19	18529469	18530494	1026	*	X1398	170463	18530146	18545372	15227	+	0	overlapStart	0	SSBP4
chr19	37861852	37862814	963	*	X1399	84503	37862059	37883966	21908	+	0	overlapStart	0	ZNF527
chr19	37861852	37862828	977	*	X1400	84503	37862059	37883966	21908	+	0	overlapStart	0	ZNF527
chr19	40324624	40325504	881	*	X1405	9149	40315990	40324841	8852	-	0	overlapStart	0	DYRK1B
chr19	41724163	41725209	1047	*	X1413	558	41725108	41767671	42564	+	0	overlapStart	0	AXL
chr19	45970399	45971192	794	*	X1414	2354	45971253	45978437	7185	+	60	upstream	60	FOSB
chr19	45970399	45971192	794	*	X1415	2354	45971253	45978437	7185	+	60	upstream	60	FOSB
chr19	45970399	45971192	794	*	X1416	2354	45971253	45978437	7185	+	60	upstream	60	FOSB
chr19	45970399	45971227	829	*	X1417	2354	45971253	45978437	7185	+	25	upstream	25	FOSB
chr19	56151083	56152091	1009	*	X1432	51157	56152392	56154836	2445	+	300	upstream	300	ZNF580
chr20	32319815	32320066	252	*	X1440	84905	32319808	32380075	60268	+	0	inside	6	ZNF341
chr20	32319866	32320841	976	*	X1441	84905	32319808	32380075	60268	+	0	inside	57	ZNF341
chr20	61493009	61494001	993	*	X1468	10732	61472467	61493115	20649	-	0	overlapStart	0	TCFL5
chr22	26879893	26880241	349	*	X1489	402055	26879846	26887904	8059	+	0	inside	46	SRRD
chr22	26879893	26880241	349	*	X1489	89781	26846849	26879829	32981	-	63	upstream	63	HPS4
